Parent Term	Parent Term Accession	Start Stage of Parent Term	End Stage of Parent Term	Child Term	Child term Accession	End Stage of Child Term	Start Stage of Child Term
mesenchymal layer of prostatic urethra	EMAPA:30954	TS28	TS28	lamina propria of prostatic urethra	EMAPA:32303	TS28	TS28
mesenchymal layer of prostatic urethra	EMAPA:30954	TS28	TS28	muscularis mucosa of prostatic urethra	EMAPA:32302	TS28	TS28
mesenchymal layer of ventral pelvic urethra of female	EMAPA:31553	TS23	TS28	submucosa of ventral pelvic urethra of female	EMAPA:32308	TS28	TS25
mesenchymal layer of ventral pelvic urethra of female	EMAPA:31553	TS23	TS28	lamina propria of ventral pelvic urethra of female	EMAPA:32310	TS28	TS25
mesenchymal layer of ventral pelvic urethra of female	EMAPA:31553	TS23	TS28	muscularis mucosa of ventral pelvic urethra of female	EMAPA:32309	TS28	TS25
mesenchymal layer of ventral pelvic urethra of male	EMAPA:31550	TS23	TS28	lamina propria of ventral pelvic urethra of male	EMAPA:32294	TS28	TS25
mesenchymal layer of ventral pelvic urethra of male	EMAPA:31550	TS23	TS28	muscularis mucosa of ventral pelvic urethra of male	EMAPA:32297	TS28	TS25
mesenchymal layer of ventral pelvic urethra of male	EMAPA:31550	TS23	TS28	submucosa of ventral pelvic urethra of male	EMAPA:32298	TS28	TS25
mesenchymal stroma of ovary	EMAPA:28880	TS20	TS28	cortical component of mesenchymal stroma	EMAPA:29009	TS28	TS22
mesenchymal stroma of ovary	EMAPA:28880	TS20	TS28	medullary component of mesenchymal stroma	EMAPA:29014	TS28	TS22
mesenchyme derived from head mesoderm	EMAPA:16099	TS11	TS19	mesenchyme derived from somites 01-04	EMAPA:25356	TS19	TS11
mesenchyme derived from lateral plate	EMAPA:16409	TS14	TS16	mesenchyme derived from somatopleure	EMAPA:16410	TS16	TS14
mesenchyme derived from lateral plate	EMAPA:16409	TS14	TS16	mesenchyme derived from splanchnopleure	EMAPA:16411	TS16	TS14
mesenchyme of pelvic urethra	EMAPA:31573	TS21	TS21	ventral mesenchyme of pelvic urethra	EMAPA:31561	TS21	TS21
mesenchyme of pelvic urethra	EMAPA:31573	TS21	TS21	dorsal mesenchyme of pelvic urethra	EMAPA:31572	TS21	TS21
mesenteric artery	EMAPA:17312	TS19	TS28	inferior mesenteric artery	EMAPA:18618	TS28	TS23
mesenteric artery	EMAPA:17312	TS19	TS28	superior mesenteric artery	EMAPA:18619	TS28	TS23
mesenteric vein	EMAPA:17348	TS19	TS28	inferior mesenteric vein	EMAPA:18642	TS28	TS23
mesenteric vein	EMAPA:17348	TS19	TS28	superior mesenteric vein	EMAPA:18643	TS28	TS23
mesonephric tubule	EMAPA:27588	TS17	TS18	caudal mesonephric tubule	EMAPA:30571	TS18	TS17
mesonephric tubule	EMAPA:27659	TS19	TS19	caudal mesonephric tubule	EMAPA:30574	TS19	TS19
mesonephric tubule	EMAPA:27659	TS19	TS19	cranial mesonephric tubule	EMAPA:30576	TS19	TS19
mesonephric tubule	EMAPA:27588	TS17	TS18	cranial mesonephric tubule	EMAPA:30562	TS18	TS17
mesonephric tubule of female	EMAPA:28919	TS20	TS21	cranial mesonephric tubule of female	EMAPA:30544	TS21	TS20
mesonephric tubule of female	EMAPA:28919	TS20	TS21	caudal mesonephric tubule of female	EMAPA:30553	TS21	TS20
mesonephric tubule of male	EMAPA:29148	TS20	TS22	caudal mesonephric tubule of male	EMAPA:30540	TS22	TS20
mesonephric tubule of male	EMAPA:29148	TS20	TS22	cranial mesonephric tubule of male	EMAPA:30528	TS22	TS20
mesonephros	EMAPA:27644	TS19	TS26	mesonephric mesenchyme	EMAPA:27661	TS19	TS19
mesonephros	EMAPA:16744	TS15	TS18	mesonephric mesenchyme	EMAPA:27585	TS18	TS17
mesonephros	EMAPA:16744	TS15	TS18	mesonephric tubule	EMAPA:16747	TS16	TS15
mesonephros	EMAPA:16744	TS15	TS18	mesonephros non-tubular part	EMAPA:35564	TS18	TS17
mesonephros	EMAPA:27644	TS19	TS26	mesonephros mesenchyme	EMAPA:35563	TS20	TS20
mesonephros	EMAPA:16744	TS15	TS18	mesonephric tubule	EMAPA:27588	TS18	TS17
mesonephros	EMAPA:27644	TS19	TS26	mesonephros tubule	EMAPA:35566	TS20	TS20
mesonephros	EMAPA:27644	TS19	TS26	nephric duct, mesonephric portion	EMAPA:27663	TS22	TS19
mesonephros	EMAPA:16744	TS15	TS18	mesonephros non-tubular part	EMAPA:16746	TS16	TS15
mesonephros	EMAPA:16744	TS15	TS18	nephric duct, mesonephric portion	EMAPA:27591	TS18	TS17
mesonephros	EMAPA:16744	TS15	TS18	mesonephros mesenchyme	EMAPA:16745	TS16	TS15
mesonephros	EMAPA:27644	TS19	TS26	mesonephric tubule	EMAPA:27659	TS19	TS19
mesonephros	EMAPA:27644	TS19	TS26	mesonephros non-tubular part	EMAPA:35565	TS20	TS19
mesonephros of female	EMAPA:28909	TS20	TS23	degenerating mesonephric tubule of female	EMAPA:28978	TS23	TS22
mesonephros of female	EMAPA:28909	TS20	TS23	mesonephric mesenchyme of female	EMAPA:28914	TS23	TS20
mesonephros of female	EMAPA:28909	TS20	TS23	rete ovarii of mesonephros	EMAPA:28929	TS23	TS20
mesonephros of female	EMAPA:28909	TS20	TS23	paramesonephric duct of female, mesonephric portion	EMAPA:28937	TS23	TS20
mesonephros of female	EMAPA:28909	TS20	TS23	developing vasculature of female mesonephros	EMAPA:31538	TS23	TS20
mesonephros of female	EMAPA:28909	TS20	TS23	degenerating mesonephric portion of nephric duct of female	EMAPA:28981	TS23	TS22
mesonephros of female	EMAPA:28909	TS20	TS23	mesonephric tubule of female	EMAPA:28919	TS21	TS20
mesonephros of female	EMAPA:28909	TS20	TS23	coelomic epithelium of female mesonephros	EMAPA:28934	TS23	TS20
mesonephros of female	EMAPA:28909	TS20	TS23	nephric duct of female, mesonephric portion	EMAPA:28924	TS22	TS20
mesonephros of male	EMAPA:29138	TS20	TS23	paramesonephric duct of male, mesonephric portion	EMAPA:29158	TS21	TS20
mesonephros of male	EMAPA:29138	TS20	TS23	developing vasculature of male mesonephros	EMAPA:31537	TS23	TS20
mesonephros of male	EMAPA:29138	TS20	TS23	mesonephric mesenchyme of male	EMAPA:29143	TS23	TS20
mesonephros of male	EMAPA:29138	TS20	TS23	cranial mesonephric tubule of male	EMAPA:30556	TS23	TS23
mesonephros of male	EMAPA:29138	TS20	TS23	degenerating mesonephric portion of male paramesonephric duct	EMAPA:29161	TS23	TS22
mesonephros of male	EMAPA:29138	TS20	TS23	nephric duct of male, mesonephric portion	EMAPA:17970	TS23	TS20
mesonephros of male	EMAPA:29138	TS20	TS23	mesonephric tubule of male	EMAPA:29148	TS22	TS20
mesonephros of male	EMAPA:29138	TS20	TS23	coelomic epithelium of male mesonephros	EMAPA:30460	TS23	TS20
metanephric mesenchyme	EMAPA:17375	TS19	TS26	peripheral blastema	EMAPA:27623	TS19	TS19
metanephric mesenchyme	EMAPA:17375	TS19	TS26	cap mesenchyme	EMAPA:27621	TS19	TS19
metanephros	EMAPA:17373	TS19	TS28	primitive collecting duct group	EMAPA:28477	TS21	TS21
metanephros	EMAPA:17373	TS19	TS28	capillary loop renal corpuscle	EMAPA:27770	TS21	TS21
metanephros	EMAPA:17373	TS19	TS28	cap mesenchyme	EMAPA:17645	TS20	TS20
metanephros	EMAPA:17373	TS19	TS28	renal interstitium group	EMAPA:28518	TS28	TS21
metanephros	EMAPA:17207	TS18	TS18	metanephric mesenchyme	EMAPA:17208	TS18	TS18
metanephros	EMAPA:17373	TS19	TS28	kidney pelvis	EMAPA:17948	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	developing vasculature of metanephros	EMAPA:27794	TS21	TS20
metanephros	EMAPA:17373	TS19	TS28	metanephros epithelium	EMAPA:35457	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	renal interstitium	EMAPA:27690	TS21	TS20
metanephros	EMAPA:17373	TS19	TS28	metanephros visceral epithelium	EMAPA:35970	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	renal cortex	EMAPA:17952	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	metanephric mesenchyme	EMAPA:17375	TS26	TS19
metanephros	EMAPA:17373	TS19	TS28	nephrogenic zone	EMAPA:27721	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	nephrogenic zone group	EMAPA:31562	TS21	TS20
metanephros	EMAPA:17373	TS19	TS28	nephron	EMAPA:35592	TS28	TS25
metanephros	EMAPA:17373	TS19	TS28	kidney calyx	EMAPA:18676	TS28	TS23
metanephros	EMAPA:17373	TS19	TS28	renal capillary	EMAPA:31443	TS28	TS23
metanephros	EMAPA:17373	TS19	TS28	renal vesicle	EMAPA:27678	TS21	TS20
metanephros	EMAPA:17373	TS19	TS28	s-shaped body	EMAPA:27756	TS21	TS21
metanephros	EMAPA:17373	TS19	TS28	collecting duct	EMAPA:28407	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	mature nephron	EMAPA:28491	TS28	TS25
metanephros	EMAPA:17373	TS19	TS28	stage IV immature nephron	EMAPA:28445	TS22	TS22
metanephros	EMAPA:17373	TS19	TS28	ureteric bud	EMAPA:17376	TS19	TS19
metanephros	EMAPA:17373	TS19	TS28	ureteric trunk	EMAPA:28494	TS28	TS22
metanephros	EMAPA:17373	TS19	TS28	renal medulla	EMAPA:19279	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	renal corpuscle	EMAPA:35726	TS28	TS21
metanephros	EMAPA:17373	TS19	TS28	metanephros glomerular epithelium	EMAPA:35458	TS28	TS28
metanephros	EMAPA:17373	TS19	TS28	comma-shaped body	EMAPA:27681	TS21	TS20
metanephros	EMAPA:17373	TS19	TS28	renal small blood vessel	EMAPA:31469	TS28	TS22
metanephros	EMAPA:17373	TS19	TS28	metanephros parietal epithelium	EMAPA:35969	TS28	TS21
metanephros	EMAPA:17207	TS18	TS18	ureteric bud	EMAPA:17209	TS18	TS18
metanephros	EMAPA:17373	TS19	TS28	primitive collecting duct	EMAPA:17646	TS20	TS20
metanephros	EMAPA:17373	TS19	TS28	ureteric trunk	EMAPA:28405	TS21	TS21
metanephros	EMAPA:17373	TS19	TS28	pretubular aggregate	EMAPA:27673	TS20	TS20
metanephros	EMAPA:17373	TS19	TS28	nephrogenic interstitium	EMAPA:27671	TS20	TS20
metanephros	EMAPA:17373	TS19	TS28	early nephron group	EMAPA:17954	TS28	TS20
metanephros	EMAPA:17373	TS19	TS28	renal capsule	EMAPA:18679	TS28	TS20
metanephros	EMAPA:17373	TS19	TS28	renal tubule	EMAPA:27782	TS28	TS21
metencephalon	EMAPA:17071	TS18	TS28	metencephalon roof	EMAPA:17259	TS26	TS19
metencephalon	EMAPA:17071	TS18	TS28	rhombomere 01	EMAPA:16290	TS18	TS13
metencephalon	EMAPA:17071	TS18	TS28	metencephalon lateral wall	EMAPA:17072	TS28	TS18
metencephalon	EMAPA:17071	TS18	TS28	rhombomere 02	EMAPA:16293	TS18	TS13
metencephalon	EMAPA:17071	TS18	TS28	rhombomere	EMAPA:32820	TS18	TS12
metencephalon	EMAPA:17071	TS18	TS28	metencephalon floor plate	EMAPA:17258	TS26	TS19
metencephalon alar plate	EMAPA:17073	TS18	TS28	metencephalon rest of alar plate	EMAPA:18563	TS26	TS23
metencephalon alar plate	EMAPA:17073	TS18	TS28	metencephalon alar plate mantle layer	EMAPA:17075	TS22	TS18
metencephalon alar plate	EMAPA:17073	TS18	TS28	metencephalon alar plate ventricular layer	EMAPA:17077	TS28	TS18
metencephalon alar plate	EMAPA:17073	TS18	TS28	cerebellum	EMAPA:17787	TS28	TS21
metencephalon alar plate	EMAPA:17073	TS18	TS28	metencephalon alar plate marginal layer	EMAPA:17076	TS22	TS18
