Theirler Stage	Accession	Annotation	Data Source	Assay Type	Probe Accession	User Stage	Gene Symbol	Specimen Type	Specimen Strain
TS19	EMAGE:28796	only anatomy term annotation	embrys	in situ	EMBRYS:Nfyb	11.5dpc	Nfyb	wholemount	ICR
TS19	EMAGE:28797	only anatomy term annotation	embrys	in situ	EMBRYS:Nkx2-3	11.5dpc	Nkx2-3	wholemount	ICR
TS19	EMAGE:28776	only anatomy term annotation	embrys	in situ	EMBRYS:Myog	11.5dpc	Myog	wholemount	ICR
TS19	EMAGE:28777	only anatomy term annotation	embrys	in situ	EMBRYS:Myst4	11.5dpc	Myst4	wholemount	ICR
TS19	EMAGE:28778	only anatomy term annotation	embrys	in situ	EMBRYS:Nab1	11.5dpc	Nab1	wholemount	ICR
TS19	EMAGE:28779	only anatomy term annotation	embrys	in situ	EMBRYS:Nab2	11.5dpc	Nab2	wholemount	ICR
TS18	EMAGE:2878	wholemount spatial annotation	emage	in situ	MGI:3507092	10.5 dpc	St6gal2	wholemount	C57BL
TS19	EMAGE:28802	only anatomy term annotation	embrys	in situ	EMBRYS:Nr0b2	11.5dpc	Nr0b2	wholemount	ICR
TS19	EMAGE:28803	only anatomy term annotation	embrys	in situ	EMBRYS:Nr1d1	11.5dpc	Nr1d1	wholemount	ICR
TS19	EMAGE:28804	only anatomy term annotation	embrys	in situ	EMBRYS:Nr1d2	11.5dpc	Nr1d2	wholemount	ICR
TS19	EMAGE:28805	only anatomy term annotation	embrys	in situ	EMBRYS:Nr1h2	11.5dpc	Nr1h2	wholemount	ICR
TS19	EMAGE:28806	only anatomy term annotation	embrys	in situ	EMBRYS:Nr1h3	11.5dpc	Nr1h3	wholemount	ICR
TS19	EMAGE:28807	only anatomy term annotation	embrys	in situ	EMBRYS:Nr1i2	11.5dpc	Nr1i2	wholemount	ICR
TS19	EMAGE:28808	only anatomy term annotation	embrys	in situ	EMBRYS:Nr1i3	11.5dpc	Nr1i3	wholemount	ICR
TS19	EMAGE:28809	only anatomy term annotation	embrys	in situ	EMBRYS:Nr2c1	11.5dpc	Nr2c1	wholemount	ICR
TS18	EMAGE:2881	wholemount spatial annotation	emage	in situ	MGI:3507093	10.5 dpc	Dcun1d3	wholemount	C57BL
TS19	EMAGE:28810	only anatomy term annotation	embrys	in situ	EMBRYS:Nr2e3	11.5dpc	Nr2e3	wholemount	ICR
TS19	EMAGE:28811	only anatomy term annotation	embrys	in situ	EMBRYS:Nr2f2	11.5dpc	Nr2f2	wholemount	ICR
TS19	EMAGE:28812	only anatomy term annotation	embrys	in situ	EMBRYS:Nr3c1	11.5dpc	Nr3c1	wholemount	ICR
TS19	EMAGE:28813	only anatomy term annotation	embrys	in situ	EMBRYS:Nr4a1	11.5dpc	Nr4a1	wholemount	ICR
TS19	EMAGE:28814	only anatomy term annotation	embrys	in situ	EMBRYS:Nr5a1	11.5dpc	Nr5a1	wholemount	ICR
TS19	EMAGE:28815	only anatomy term annotation	embrys	in situ	EMBRYS:LOC50777	11.5dpc	LOC50777	wholemount	ICR
TS19	EMAGE:28816	only anatomy term annotation	embrys	in situ	EMBRYS:Nrf1	11.5dpc	Nrf1	wholemount	ICR
TS19	EMAGE:28817	only anatomy term annotation	embrys	in situ	EMBRYS:Nrl	11.5dpc	Nrl	wholemount	ICR
TS19	EMAGE:28818	only anatomy term annotation	embrys	in situ	EMBRYS:Nsbp1	11.5dpc	Nsbp1	wholemount	ICR
TS19	EMAGE:28819	only anatomy term annotation	embrys	in situ	EMBRYS:Nudt12	11.5dpc	Nudt12	wholemount	ICR
TS19	EMAGE:28798	only anatomy term annotation	embrys	in situ	EMBRYS:Nkx3-1	11.5dpc	Nkx3-1	wholemount	ICR
TS19	EMAGE:28799	only anatomy term annotation	embrys	in situ	EMBRYS:Notch1	11.5dpc	Notch1	wholemount	ICR
TS20	EMAGE:288	only anatomy term annotation	mgi	in situ	MGI:15948	12.0 dpc	Wt1	section	
TS17	EMAGE:2880	wholemount spatial annotation	emage	in situ	MGI:3507093	10.5 dpc	Dcun1d3	wholemount	C57BL
TS19	EMAGE:28800	only anatomy term annotation	embrys	in situ	EMBRYS:Npas1	11.5dpc	Npas1	wholemount	ICR
TS19	EMAGE:28801	only anatomy term annotation	embrys	in situ	EMBRYS:Nptxr	11.5dpc	Nptxr	wholemount	ICR
TS19	EMAGE:28825	only anatomy term annotation	embrys	in situ	EMBRYS:ORF63	11.5dpc	ORF63	wholemount	ICR
TS19	EMAGE:28826	only anatomy term annotation	embrys	in situ	EMBRYS:Osr2	11.5dpc	Osr2	wholemount	ICR
TS19	EMAGE:28827	only anatomy term annotation	embrys	in situ	EMBRYS:Ostf1	11.5dpc	Ostf1	wholemount	ICR
TS19	EMAGE:28828	only anatomy term annotation	embrys	in situ	EMBRYS:Otx2	11.5dpc	Otx2	wholemount	ICR
TS19	EMAGE:28829	only anatomy term annotation	embrys	in situ	EMBRYS:Dmbx1	11.5dpc	Dmbx1	wholemount	ICR
TS18	EMAGE:2883	wholemount spatial annotation	emage	in situ	MGI:3507096	10.5 dpc	Npas4	wholemount	C57BL
TS19	EMAGE:28830	only anatomy term annotation	embrys	in situ	EMBRYS:Ovol1	11.5dpc	Ovol1	wholemount	ICR
TS19	EMAGE:28831	only anatomy term annotation	embrys	in situ	EMBRYS:Papola	11.5dpc	Papola	wholemount	ICR
TS19	EMAGE:28832	only anatomy term annotation	embrys	in situ	EMBRYS:Pawr	11.5dpc	Pawr	wholemount	ICR
TS19	EMAGE:28833	only anatomy term annotation	embrys	in situ	EMBRYS:Pax5	11.5dpc	Pax5	wholemount	ICR
TS19	EMAGE:28834	only anatomy term annotation	embrys	in situ	EMBRYS:Pbx3	11.5dpc	Pbx3	wholemount	ICR
TS19	EMAGE:28835	only anatomy term annotation	embrys	in situ	EMBRYS:Pbx4	11.5dpc	Pbx4	wholemount	ICR
TS19	EMAGE:28836	only anatomy term annotation	embrys	in situ	EMBRYS:Pbxip1	11.5dpc	Pbxip1	wholemount	ICR
TS19	EMAGE:28837	only anatomy term annotation	embrys	in situ	EMBRYS:Kat2b	11.5dpc	Kat2b	wholemount	ICR
TS19	EMAGE:28838	only anatomy term annotation	embrys	in situ	EMBRYS:Pcbd1	11.5dpc	Pcbd1	wholemount	ICR
TS19	EMAGE:28839	only anatomy term annotation	embrys	in situ	EMBRYS:Med15	11.5dpc	Med15	wholemount	ICR
TS17	EMAGE:2884	wholemount spatial annotation	emage	in situ	MGI:3507099	10.5 dpc	Fhl5	wholemount	C57BL
TS19	EMAGE:28840	only anatomy term annotation	embrys	in situ	EMBRYS:Pcsk4	11.5dpc	Pcsk4	wholemount	ICR
TS19	EMAGE:28841	only anatomy term annotation	embrys	in situ	EMBRYS:Pdcd11	11.5dpc	Pdcd11	wholemount	ICR
TS18	EMAGE:2882	wholemount spatial annotation	emage	in situ	MGI:3507094	10.5 dpc	Myc	wholemount	C57BL
TS19	EMAGE:28820	only anatomy term annotation	embrys	in situ	EMBRYS:Obox3	11.5dpc	Obox3	wholemount	ICR
TS19	EMAGE:28821	only anatomy term annotation	embrys	in situ	EMBRYS:Sebox	11.5dpc	Sebox	wholemount	ICR
TS19	EMAGE:28822	only anatomy term annotation	embrys	in situ	EMBRYS:Olig1	11.5dpc	Olig1	wholemount	ICR
TS19	EMAGE:28823	only anatomy term annotation	embrys	in situ	EMBRYS:Onecut1	11.5dpc	Onecut1	wholemount	ICR
TS19	EMAGE:28824	only anatomy term annotation	embrys	in situ	EMBRYS:Orc2	11.5dpc	Orc2	wholemount	ICR
TS19	EMAGE:28848	only anatomy term annotation	embrys	in situ	EMBRYS:Pias4	11.5dpc	Pias4	wholemount	ICR
TS19	EMAGE:28849	only anatomy term annotation	embrys	in situ	EMBRYS:Pogk	11.5dpc	Pogk	wholemount	ICR
TS18	EMAGE:2885	wholemount spatial annotation	emage	in situ	MGI:3507099	10.5 dpc	Fhl5	wholemount	C57BL
TS19	EMAGE:28850	only anatomy term annotation	embrys	in situ	EMBRYS:Ppp1r12c	11.5dpc	Ppp1r12c	wholemount	ICR
TS19	EMAGE:28851	only anatomy term annotation	embrys	in situ	EMBRYS:Ppp1r13b	11.5dpc	Ppp1r13b	wholemount	ICR
TS19	EMAGE:28852	only anatomy term annotation	embrys	in situ	EMBRYS:Prrxl1	11.5dpc	Prrxl1	wholemount	ICR
TS19	EMAGE:28853	only anatomy term annotation	embrys	in situ	EMBRYS:Psmd10	11.5dpc	Psmd10	wholemount	ICR
TS19	EMAGE:28854	only anatomy term annotation	embrys	in situ	EMBRYS:Psmd9	11.5dpc	Psmd9	wholemount	ICR
TS19	EMAGE:28855	only anatomy term annotation	embrys	in situ	EMBRYS:Rhox6	11.5dpc	Rhox6	wholemount	ICR
TS19	EMAGE:28856	only anatomy term annotation	embrys	in situ	EMBRYS:Ptges2	11.5dpc	Ptges2	wholemount	ICR
TS19	EMAGE:28857	only anatomy term annotation	embrys	in situ	EMBRYS:Ptrf	11.5dpc	Ptrf	wholemount	ICR
TS19	EMAGE:28858	only anatomy term annotation	embrys	in situ	EMBRYS:Rab1	11.5dpc	Rab1	wholemount	ICR
TS19	EMAGE:28859	only anatomy term annotation	embrys	in situ	EMBRYS:Rab11a	11.5dpc	Rab11a	wholemount	ICR
TS17	EMAGE:2886	wholemount spatial annotation	emage	in situ	MGI:3507100	10.5 dpc	Lpp	wholemount	C57BL
TS19	EMAGE:28860	only anatomy term annotation	embrys	in situ	EMBRYS:Rab11b	11.5dpc	Rab11b	wholemount	ICR
TS19	EMAGE:28861	only anatomy term annotation	embrys	in situ	EMBRYS:Rab15	11.5dpc	Rab15	wholemount	ICR
TS19	EMAGE:28862	only anatomy term annotation	embrys	in situ	EMBRYS:Rab2a	11.5dpc	Rab2a	wholemount	ICR
TS19	EMAGE:28863	only anatomy term annotation	embrys	in situ	EMBRYS:Rab7	11.5dpc	Rab7	wholemount	ICR
TS19	EMAGE:28842	only anatomy term annotation	embrys	in situ	EMBRYS:Pdcd7	11.5dpc	Pdcd7	wholemount	ICR
TS19	EMAGE:28843	only anatomy term annotation	embrys	in situ	EMBRYS:Per3	11.5dpc	Per3	wholemount	ICR
TS19	EMAGE:28844	only anatomy term annotation	embrys	in situ	EMBRYS:Pfdn1	11.5dpc	Pfdn1	wholemount	ICR
TS19	EMAGE:28845	only anatomy term annotation	embrys	in situ	EMBRYS:Phf10	11.5dpc	Phf10	wholemount	ICR
TS19	EMAGE:28846	only anatomy term annotation	embrys	in situ	EMBRYS:Phf17	11.5dpc	Phf17	wholemount	ICR
TS19	EMAGE:28847	only anatomy term annotation	embrys	in situ	EMBRYS:Phf7	11.5dpc	Phf7	wholemount	ICR
TS19	EMAGE:28870	only anatomy term annotation	embrys	in situ	EMBRYS:Rbbp4	11.5dpc	Rbbp4	wholemount	ICR
TS19	EMAGE:28871	only anatomy term annotation	embrys	in situ	EMBRYS:Rbbp7	11.5dpc	Rbbp7	wholemount	ICR
TS19	EMAGE:28872	only anatomy term annotation	embrys	in situ	EMBRYS:Rbl1	11.5dpc	Rbl1	wholemount	ICR
TS19	EMAGE:28873	only anatomy term annotation	embrys	in situ	EMBRYS:Rbl2	11.5dpc	Rbl2	wholemount	ICR
TS19	EMAGE:28874	only anatomy term annotation	embrys	in situ	EMBRYS:Rbpjl	11.5dpc	Rbpjl	wholemount	ICR
TS19	EMAGE:28875	only anatomy term annotation	embrys	in situ	EMBRYS:Rel	11.5dpc	Rel	wholemount	ICR
TS19	EMAGE:28876	only anatomy term annotation	embrys	in situ	EMBRYS:Rela	11.5dpc	Rela	wholemount	ICR
TS19	EMAGE:28877	only anatomy term annotation	embrys	in situ	EMBRYS:Relb	11.5dpc	Relb	wholemount	ICR
TS19	EMAGE:28878	only anatomy term annotation	embrys	in situ	EMBRYS:Rem2	11.5dpc	Rem2	wholemount	ICR
TS19	EMAGE:28879	only anatomy term annotation	embrys	in situ	EMBRYS:Rfx1	11.5dpc	Rfx1	wholemount	ICR
TS17	EMAGE:2888	wholemount spatial annotation	emage	in situ	MGI:3507380	10.5 dpc	Crip2	wholemount	C57BL
TS19	EMAGE:28880	only anatomy term annotation	embrys	in situ	EMBRYS:Rfx2	11.5dpc	Rfx2	wholemount	ICR
TS19	EMAGE:28881	only anatomy term annotation	embrys	in situ	EMBRYS:Rfx3	11.5dpc	Rfx3	wholemount	ICR
TS19	EMAGE:28882	only anatomy term annotation	embrys	in situ	EMBRYS:Rfx5	11.5dpc	Rfx5	wholemount	ICR
TS19	EMAGE:28883	only anatomy term annotation	embrys	in situ	EMBRYS:Rfxank	11.5dpc	Rfxank	wholemount	ICR
TS19	EMAGE:28884	only anatomy term annotation	embrys	in situ	EMBRYS:Rfx6	11.5dpc	Rfx6	wholemount	ICR
TS19	EMAGE:28885	only anatomy term annotation	embrys	in situ	EMBRYS:Ring1	11.5dpc	Ring1	wholemount	ICR
TS19	EMAGE:28886	only anatomy term annotation	embrys	in situ	EMBRYS:Ripk4	11.5dpc	Ripk4	wholemount	ICR
TS19	EMAGE:28864	only anatomy term annotation	embrys	in situ	EMBRYS:Rab8a	11.5dpc	Rab8a	wholemount	ICR
TS19	EMAGE:28865	only anatomy term annotation	embrys	in situ	EMBRYS:Rabl3	11.5dpc	Rabl3	wholemount	ICR
TS19	EMAGE:28866	only anatomy term annotation	embrys	in situ	EMBRYS:Rai14	11.5dpc	Rai14	wholemount	ICR
TS19	EMAGE:28867	only anatomy term annotation	embrys	in situ	EMBRYS:Rarg	11.5dpc	Rarg	wholemount	ICR
TS19	EMAGE:28868	only anatomy term annotation	embrys	in situ	EMBRYS:Rax	11.5dpc	Rax	wholemount	ICR
TS19	EMAGE:28869	only anatomy term annotation	embrys	in situ	EMBRYS:Rb1	11.5dpc	Rb1	wholemount	ICR
TS18	EMAGE:2887	wholemount spatial annotation	emage	in situ	MGI:3507100	10.5 dpc	Lpp	wholemount	C57BL
TS19	EMAGE:28893	only anatomy term annotation	embrys	in situ	EMBRYS:Rorb	11.5dpc	Rorb	wholemount	ICR
TS19	EMAGE:28894	only anatomy term annotation	embrys	in situ	EMBRYS:Rorc	11.5dpc	Rorc	wholemount	ICR
TS19	EMAGE:28895	only anatomy term annotation	embrys	in situ	EMBRYS:Polr1b	11.5dpc	Polr1b	wholemount	ICR
TS19	EMAGE:28896	only anatomy term annotation	embrys	in situ	EMBRYS:Polr1a	11.5dpc	Polr1a	wholemount	ICR
TS19	EMAGE:28897	only anatomy term annotation	embrys	in situ	EMBRYS:Rps6ka4	11.5dpc	Rps6ka4	wholemount	ICR
TS19	EMAGE:28898	only anatomy term annotation	embrys	in situ	EMBRYS:Runx1	11.5dpc	Runx1	wholemount	ICR
TS19	EMAGE:28899	only anatomy term annotation	embrys	in situ	EMBRYS:Rxra	11.5dpc	Rxra	wholemount	ICR
TS21	EMAGE:289	only anatomy term annotation	mgi	in situ	MGI:2136461	13.5 dpc	Wt1	section	
TS18	EMAGE:2890	wholemount spatial annotation	emage	in situ	MGI:3507101	10.5 dpc	Csrp2	wholemount	C57BL
TS19	EMAGE:28900	only anatomy term annotation	embrys	in situ	EMBRYS:Rxrb	11.5dpc	Rxrb	wholemount	ICR
TS19	EMAGE:28901	only anatomy term annotation	embrys	in situ	EMBRYS:Rybp	11.5dpc	Rybp	wholemount	ICR
TS19	EMAGE:28902	only anatomy term annotation	embrys	in situ	EMBRYS:Sart1	11.5dpc	Sart1	wholemount	ICR
TS19	EMAGE:28903	only anatomy term annotation	embrys	in situ	EMBRYS:Satb1	11.5dpc	Satb1	wholemount	ICR
TS19	EMAGE:28904	only anatomy term annotation	embrys	in situ	EMBRYS:Scap	11.5dpc	Scap	wholemount	ICR
TS19	EMAGE:28905	only anatomy term annotation	embrys	in situ	EMBRYS:Sec14l2	11.5dpc	Sec14l2	wholemount	ICR
TS19	EMAGE:28906	only anatomy term annotation	embrys	in situ	EMBRYS:Sertad2	11.5dpc	Sertad2	wholemount	ICR
TS19	EMAGE:28907	only anatomy term annotation	embrys	in situ	EMBRYS:Sfpi1	11.5dpc	Sfpi1	wholemount	ICR
TS19	EMAGE:28908	only anatomy term annotation	embrys	in situ	EMBRYS:Sfrp4	11.5dpc	Sfrp4	wholemount	ICR
TS19	EMAGE:28887	only anatomy term annotation	embrys	in situ	EMBRYS:Pcgf2	11.5dpc	Pcgf2	wholemount	ICR
TS19	EMAGE:28888	only anatomy term annotation	embrys	in situ	EMBRYS:Rlim	11.5dpc	Rlim	wholemount	ICR
TS19	EMAGE:28889	only anatomy term annotation	embrys	in situ	EMBRYS:Rnf14	11.5dpc	Rnf14	wholemount	ICR
TS17	EMAGE:2889	wholemount spatial annotation	emage	in situ	MGI:3507101	10.5 dpc	Csrp2	wholemount	C57BL
TS19	EMAGE:28890	only anatomy term annotation	embrys	in situ	EMBRYS:Rnf141	11.5dpc	Rnf141	wholemount	ICR
TS19	EMAGE:28891	only anatomy term annotation	embrys	in situ	EMBRYS:Rnf4	11.5dpc	Rnf4	wholemount	ICR
TS19	EMAGE:28892	only anatomy term annotation	embrys	in situ	EMBRYS:Rbm39	11.5dpc	Rbm39	wholemount	ICR
TS19	EMAGE:28915	only anatomy term annotation	embrys	in situ	EMBRYS:Sirt6	11.5dpc	Sirt6	wholemount	ICR
TS19	EMAGE:28916	only anatomy term annotation	embrys	in situ	EMBRYS:Sirt7	11.5dpc	Sirt7	wholemount	ICR
TS19	EMAGE:28917	only anatomy term annotation	embrys	in situ	EMBRYS:Six6	11.5dpc	Six6	wholemount	ICR
TS19	EMAGE:28918	only anatomy term annotation	embrys	in situ	EMBRYS:Smarca1	11.5dpc	Smarca1	wholemount	ICR
TS19	EMAGE:28919	only anatomy term annotation	embrys	in situ	EMBRYS:Hltf	11.5dpc	Hltf	wholemount	ICR
TS17	EMAGE:2892	wholemount spatial annotation	emage	in situ	MGI:3507103	10.5 dpc	Ctdsp2	wholemount	C57BL
TS19	EMAGE:28920	only anatomy term annotation	embrys	in situ	EMBRYS:Smarcb1	11.5dpc	Smarcb1	wholemount	ICR
TS19	EMAGE:28921	only anatomy term annotation	embrys	in situ	EMBRYS:Smyd1	11.5dpc	Smyd1	wholemount	ICR
TS19	EMAGE:28922	only anatomy term annotation	embrys	in situ	EMBRYS:Snai3	11.5dpc	Snai3	wholemount	ICR
TS19	EMAGE:28923	only anatomy term annotation	embrys	in situ	EMBRYS:Snapc2	11.5dpc	Snapc2	wholemount	ICR
TS19	EMAGE:28924	only anatomy term annotation	embrys	in situ	EMBRYS:Snapc4	11.5dpc	Snapc4	wholemount	ICR
TS19	EMAGE:28925	only anatomy term annotation	embrys	in situ	EMBRYS:Sox15	11.5dpc	Sox15	wholemount	ICR
TS19	EMAGE:28926	only anatomy term annotation	embrys	in situ	EMBRYS:Sox17	11.5dpc	Sox17	wholemount	ICR
TS19	EMAGE:28927	only anatomy term annotation	embrys	in situ	EMBRYS:Sox18	11.5dpc	Sox18	wholemount	ICR
TS19	EMAGE:28928	only anatomy term annotation	embrys	in situ	EMBRYS:Sox7	11.5dpc	Sox7	wholemount	ICR
TS19	EMAGE:28929	only anatomy term annotation	embrys	in situ	EMBRYS:Sox8	11.5dpc	Sox8	wholemount	ICR
TS17	EMAGE:2893	wholemount spatial annotation	emage	in situ	MGI:3507381	10.5 dpc	Lasp1	wholemount	C57BL
TS19	EMAGE:28909	only anatomy term annotation	embrys	in situ	EMBRYS:Siah2	11.5dpc	Siah2	wholemount	ICR
TS17	EMAGE:2891	wholemount spatial annotation	emage	in situ	MGI:3507102	10.5 dpc	Csrp3	wholemount	C57BL
TS19	EMAGE:28910	only anatomy term annotation	embrys	in situ	EMBRYS:Sin3b	11.5dpc	Sin3b	wholemount	ICR
TS19	EMAGE:28911	only anatomy term annotation	embrys	in situ	EMBRYS:Sirt1	11.5dpc	Sirt1	wholemount	ICR
TS19	EMAGE:28912	only anatomy term annotation	embrys	in situ	EMBRYS:Sirt2	11.5dpc	Sirt2	wholemount	ICR
TS19	EMAGE:28913	only anatomy term annotation	embrys	in situ	EMBRYS:Sirt3	11.5dpc	Sirt3	wholemount	ICR
TS19	EMAGE:28914	only anatomy term annotation	embrys	in situ	EMBRYS:Sirt5	11.5dpc	Sirt5	wholemount	ICR
TS19	EMAGE:28937	only anatomy term annotation	embrys	in situ	EMBRYS:Srebf1	11.5dpc	Srebf1	wholemount	ICR
TS19	EMAGE:28938	only anatomy term annotation	embrys	in situ	EMBRYS:Ss18l1	11.5dpc	Ss18l1	wholemount	ICR
TS19	EMAGE:28939	only anatomy term annotation	embrys	in situ	EMBRYS:Ssbp3	11.5dpc	Ssbp3	wholemount	ICR
TS16	EMAGE:2894	wholemount spatial annotation	emage	in situ	MGI:3507381	10.5 dpc	Lasp1	wholemount	C57BL
TS19	EMAGE:28940	only anatomy term annotation	embrys	in situ	EMBRYS:Ssrp1	11.5dpc	Ssrp1	wholemount	ICR
TS19	EMAGE:28941	only anatomy term annotation	embrys	in situ	EMBRYS:St18	11.5dpc	St18	wholemount	ICR
TS19	EMAGE:28942	only anatomy term annotation	embrys	in situ	EMBRYS:Stat1	11.5dpc	Stat1	wholemount	ICR
TS19	EMAGE:28943	only anatomy term annotation	embrys	in situ	EMBRYS:Stat2	11.5dpc	Stat2	wholemount	ICR
TS19	EMAGE:28944	only anatomy term annotation	embrys	in situ	EMBRYS:Stat3	11.5dpc	Stat3	wholemount	ICR
TS19	EMAGE:28945	only anatomy term annotation	embrys	in situ	EMBRYS:Stat4	11.5dpc	Stat4	wholemount	ICR
TS19	EMAGE:28946	only anatomy term annotation	embrys	in situ	EMBRYS:Stat5a	11.5dpc	Stat5a	wholemount	ICR
TS19	EMAGE:28947	only anatomy term annotation	embrys	in situ	EMBRYS:Stat5b	11.5dpc	Stat5b	wholemount	ICR
TS19	EMAGE:28948	only anatomy term annotation	embrys	in situ	EMBRYS:Zfp280b	11.5dpc	Zfp280b	wholemount	ICR
TS19	EMAGE:28949	only anatomy term annotation	embrys	in situ	EMBRYS:Supt3h	11.5dpc	Supt3h	wholemount	ICR
TS17	EMAGE:2895	wholemount spatial annotation	emage	in situ	MGI:3507383	10.5 dpc	Ctdsp1	wholemount	C57BL
TS19	EMAGE:28950	only anatomy term annotation	embrys	in situ	EMBRYS:Supt4h1	11.5dpc	Supt4h1	wholemount	ICR
TS19	EMAGE:28951	only anatomy term annotation	embrys	in situ	EMBRYS:Supt5h	11.5dpc	Supt5h	wholemount	ICR
TS19	EMAGE:28930	only anatomy term annotation	embrys	in situ	EMBRYS:Sp100	11.5dpc	Sp100	wholemount	ICR
TS19	EMAGE:28931	only anatomy term annotation	embrys	in situ	EMBRYS:Sp2	11.5dpc	Sp2	wholemount	ICR
TS19	EMAGE:28932	only anatomy term annotation	embrys	in situ	EMBRYS:Sp3	11.5dpc	Sp3	wholemount	ICR
TS19	EMAGE:28933	only anatomy term annotation	embrys	in situ	EMBRYS:Sp4	11.5dpc	Sp4	wholemount	ICR
TS19	EMAGE:28934	only anatomy term annotation	embrys	in situ	EMBRYS:Sp5	11.5dpc	Sp5	wholemount	ICR
TS19	EMAGE:28935	only anatomy term annotation	embrys	in situ	EMBRYS:Spdef	11.5dpc	Spdef	wholemount	ICR
TS19	EMAGE:28936	only anatomy term annotation	embrys	in situ	EMBRYS:Spic	11.5dpc	Spic	wholemount	ICR
TS19	EMAGE:28952	only anatomy term annotation	embrys	in situ	EMBRYS:Med21	11.5dpc	Med21	wholemount	ICR
TS19	EMAGE:28953	only anatomy term annotation	embrys	in situ	EMBRYS:Tacc3	11.5dpc	Tacc3	wholemount	ICR
TS19	EMAGE:28954	only anatomy term annotation	embrys	in situ	EMBRYS:Tada2a	11.5dpc	Tada2a	wholemount	ICR
TS19	EMAGE:28955	only anatomy term annotation	embrys	in situ	EMBRYS:Tada3	11.5dpc	Tada3	wholemount	ICR
TS19	EMAGE:28956	only anatomy term annotation	embrys	in situ	EMBRYS:Taf10	11.5dpc	Taf10	wholemount	ICR
TS19	EMAGE:28957	only anatomy term annotation	embrys	in situ	EMBRYS:Taf11	11.5dpc	Taf11	wholemount	ICR
TS19	EMAGE:28958	only anatomy term annotation	embrys	in situ	EMBRYS:Taf13	11.5dpc	Taf13	wholemount	ICR
TS19	EMAGE:28959	only anatomy term annotation	embrys	in situ	EMBRYS:Taf3	11.5dpc	Taf3	wholemount	ICR
TS18	EMAGE:2896	wholemount spatial annotation	emage	in situ	MGI:3507383	10.5 dpc	Ctdsp1	wholemount	C57BL
TS19	EMAGE:28960	only anatomy term annotation	embrys	in situ	EMBRYS:Taf5	11.5dpc	Taf5	wholemount	ICR
TS19	EMAGE:28961	only anatomy term annotation	embrys	in situ	EMBRYS:Taf5l	11.5dpc	Taf5l	wholemount	ICR
TS19	EMAGE:28962	only anatomy term annotation	embrys	in situ	EMBRYS:Taf6	11.5dpc	Taf6	wholemount	ICR
TS19	EMAGE:28963	only anatomy term annotation	embrys	in situ	EMBRYS:Taf6l	11.5dpc	Taf6l	wholemount	ICR
TS19	EMAGE:28964	only anatomy term annotation	embrys	in situ	EMBRYS:Taf7	11.5dpc	Taf7	wholemount	ICR
TS19	EMAGE:28965	only anatomy term annotation	embrys	in situ	EMBRYS:Tal1	11.5dpc	Tal1	wholemount	ICR
TS19	EMAGE:28966	only anatomy term annotation	embrys	in situ	EMBRYS:Tal2	11.5dpc	Tal2	wholemount	ICR
TS19	EMAGE:28967	only anatomy term annotation	embrys	in situ	EMBRYS:Tbl1xr1	11.5dpc	Tbl1xr1	wholemount	ICR
TS19	EMAGE:28968	only anatomy term annotation	embrys	in situ	EMBRYS:Taf8	11.5dpc	Taf8	wholemount	ICR
TS19	EMAGE:28969	only anatomy term annotation	embrys	in situ	EMBRYS:Tbpl1	11.5dpc	Tbpl1	wholemount	ICR
TS17	EMAGE:2897	wholemount spatial annotation	emage	in situ	MGI:3507384	10.5 dpc	Nrap	wholemount	C57BL
TS19	EMAGE:28970	only anatomy term annotation	embrys	in situ	EMBRYS:Tbx19	11.5dpc	Tbx19	wholemount	ICR
TS19	EMAGE:28971	only anatomy term annotation	embrys	in situ	EMBRYS:Tbx20	11.5dpc	Tbx20	wholemount	ICR
TS19	EMAGE:28972	only anatomy term annotation	embrys	in situ	EMBRYS:Tbx21	11.5dpc	Tbx21	wholemount	ICR
TS19	EMAGE:28973	only anatomy term annotation	embrys	in situ	EMBRYS:Tbx22	11.5dpc	Tbx22	wholemount	ICR
TS19	EMAGE:28974	only anatomy term annotation	embrys	in situ	EMBRYS:Tcea1	11.5dpc	Tcea1	wholemount	ICR
TS19	EMAGE:28975	only anatomy term annotation	embrys	in situ	EMBRYS:Tceal1	11.5dpc	Tceal1	wholemount	ICR
TS19	EMAGE:28976	only anatomy term annotation	embrys	in situ	EMBRYS:Tceb3	11.5dpc	Tceb3	wholemount	ICR
TS19	EMAGE:28977	only anatomy term annotation	embrys	in situ	EMBRYS:Tcerg1	11.5dpc	Tcerg1	wholemount	ICR
TS19	EMAGE:28978	only anatomy term annotation	embrys	in situ	EMBRYS:Hnf1a	11.5dpc	Hnf1a	wholemount	ICR
TS19	EMAGE:28979	only anatomy term annotation	embrys	in situ	EMBRYS:Hnf1b	11.5dpc	Hnf1b	wholemount	ICR
TS17	EMAGE:2898	wholemount spatial annotation	emage	in situ	MGI:3507105	10.5 dpc	Pdlim3	wholemount	C57BL
TS19	EMAGE:28980	only anatomy term annotation	embrys	in situ	EMBRYS:Tcf23	11.5dpc	Tcf23	wholemount	ICR
TS19	EMAGE:28981	only anatomy term annotation	embrys	in situ	EMBRYS:Tcf4	11.5dpc	Tcf4	wholemount	ICR
TS19	EMAGE:28982	only anatomy term annotation	embrys	in situ	EMBRYS:Tfap2c	11.5dpc	Tfap2c	wholemount	ICR
